class,frame,track_id,yolo_class,box,confidence
visages,245,,,"[410.7923583984375, 131.54666137695312, 566.7058715820312, 311.9300842285156]",0.807029664516449
visages,246,,,"[411.81488037109375, 128.91470336914062, 582.6632080078125, 333.327392578125]",0.7853908538818359
visages,247,,,"[-40.21710205078125, -52.68617248535156, 69.01420593261719, 89.5504379272461]",0.9902978539466858
visages,248,,,"[-37.78370666503906, -60.67787170410156, 73.93833923339844, 88.94859313964844]",0.9890511631965637
visages,250,,,"[338.2481689453125, 42.901222229003906, 371.0010070800781, 90.6122055053711]",0.7316641807556152
visages,251,,,"[-21.522727966308594, -42.579933166503906, 79.00394439697266, 95.17640686035156]",0.9904387593269348
visages,252,,,"[-18.49386978149414, -18.35020637512207, 74.3809814453125, 102.23876190185547]",0.8374764323234558
visages,559,,,"[156.4660186767578, 196.10537719726562, 268.3717346191406, 331.5188293457031]",0.8580255508422852
mains,23,,,"[231.39764785766602, 216.57806968688965, 345.86849212646484, 277.46242904663086]",1.0
mains,24,,,"[219.51580047607422, 213.5868101119995, 328.34835052490234, 279.1591987609863]",1.0
mains,69,,,"[145.63364028930664, 354.03310203552246, 209.37742233276367, 437.771427154541]",1.0
mains,70,,,"[140.55466651916504, 360.4084768295288, 215.39188385009766, 453.65091133117676]",1.0
mains,71,,,"[150.52675247192383, 366.23840618133545, 220.33920288085938, 451.970157623291]",1.0
mains,72,,,"[156.1014461517334, 361.7249050140381, 228.67155075073242, 447.01889419555664]",1.0
mains,73,,,"[164.84405517578125, 357.0564708709717, 235.19550323486328, 450.60004234313965]",1.0
mains,74,,,"[170.87982177734375, 357.41703701019287, 242.1407699584961, 449.3887481689453]",1.0
mains,75,,,"[177.58045196533203, 355.8226203918457, 246.79569244384766, 448.5625591278076]",1.0
mains,76,,,"[185.16862869262695, 355.37231826782227, 252.18463897705078, 447.0050926208496]",1.0
mains,77,,,"[197.95642852783203, 362.3003225326538, 266.5435600280762, 449.9340133666992]",1.0
mains,78,,,"[205.9410285949707, 365.3399133682251, 273.4657669067383, 454.1236152648926]",1.0
mains,79,,,"[207.56193161010742, 365.80749320983887, 273.6821746826172, 454.48590660095215]",1.0
mains,80,,,"[211.68073654174805, 367.5107774734497, 278.9687728881836, 451.66971588134766]",1.0
mains,81,,,"[215.03473281860352, 367.98739528656006, 284.2780113220215, 448.607723236084]",1.0
mains,82,,,"[217.41226196289062, 367.41563415527344, 285.39127349853516, 453.11517333984375]",1.0
mains,83,,,"[217.2831153869629, 367.4268865585327, 285.70119857788086, 452.02273750305176]",1.0
mains,84,,,"[216.69652938842773, 364.5540475845337, 287.0604705810547, 446.0120487213135]",1.0
mains,85,,,"[219.32300567626953, 363.10045337677, 289.5865821838379, 445.3176956176758]",1.0
mains,86,,,"[266.83340072631836, 375.857666015625, 311.92195892333984, 451.8031997680664]",1.0
mains,86,,,"[221.70860290527344, 363.28180503845215, 290.546875, 447.61766624450684]",1.0
mains,87,,,"[275.71577072143555, 374.9052543640137, 317.14874267578125, 438.46742820739746]",1.0
mains,87,,,"[222.4433708190918, 363.10297679901123, 294.40343856811523, 447.61761474609375]",1.0
mains,88,,,"[283.1780242919922, 374.45119285583496, 319.16263580322266, 439.21235275268555]",1.0
mains,88,,,"[224.53380584716797, 364.10081005096436, 297.4012565612793, 451.0375213623047]",1.0
mains,89,,,"[280.850830078125, 377.7807197570801, 320.5644226074219, 437.37391090393066]",1.0
mains,89,,,"[227.3719596862793, 364.29833221435547, 300.5865287780762, 450.2296142578125]",1.0
mains,90,,,"[284.1713333129883, 377.6208429336548, 323.95336151123047, 438.2225532531738]",1.0
mains,90,,,"[228.80939483642578, 366.31403160095215, 301.60226821899414, 452.47726249694824]",1.0
mains,91,,,"[286.02039337158203, 379.40412998199463, 324.6047592163086, 441.0180416107178]",1.0
mains,91,,,"[230.8896255493164, 366.0569772720337, 303.24296951293945, 452.94873046875]",1.0
mains,92,,,"[284.29773330688477, 375.2583532333374, 326.0978698730469, 439.11563873291016]",1.0
mains,92,,,"[232.15087890625, 363.3611125946045, 304.07100677490234, 451.07423973083496]",1.0
mains,93,,,"[287.8425598144531, 370.5034532546997, 327.00428009033203, 434.5734272003174]",1.0
mains,93,,,"[230.92107772827148, 361.49146270751953, 304.4329833984375, 448.8738670349121]",1.0
mains,94,,,"[287.1142387390137, 370.6796808242798, 325.4946517944336, 433.9628620147705]",1.0
mains,94,,,"[231.86630249023438, 361.6631841659546, 304.48413848876953, 449.9121780395508]",1.0
mains,95,,,"[289.53847885131836, 367.17101669311523, 321.0101318359375, 424.74534130096436]",1.0
mains,95,,,"[230.80564498901367, 356.9052972793579, 303.9408302307129, 444.1721134185791]",1.0
mains,96,,,"[290.62427520751953, 364.538366317749, 321.9033432006836, 422.9886531829834]",1.0
mains,96,,,"[228.87311935424805, 355.61572551727295, 304.09557342529297, 439.8797206878662]",1.0
mains,97,,,"[289.54370498657227, 366.7502746582031, 323.66249084472656, 428.00150871276855]",1.0
mains,97,,,"[229.17129516601562, 355.6650867462158, 303.74839782714844, 440.1987018585205]",1.0
mains,98,,,"[290.5097770690918, 363.24446868896484, 322.8326416015625, 425.19646739959717]",1.0
mains,98,,,"[229.68389511108398, 354.0744037628174, 304.06116485595703, 439.62356758117676]",1.0
mains,99,,,"[295.6454849243164, 362.5962839126587, 324.76356506347656, 424.43449687957764]",1.0
mains,99,,,"[230.5125617980957, 352.9695825576782, 304.19261932373047, 438.074649810791]",1.0
mains,100,,,"[293.7508010864258, 360.09675693511963, 323.98632049560547, 422.5929136276245]",1.0
mains,100,,,"[230.2204704284668, 351.36406803131104, 305.17982482910156, 435.89003562927246]",1.0
mains,101,,,"[290.65860748291016, 358.27420234680176, 324.61883544921875, 423.5919313430786]",1.0
mains,101,,,"[229.42148208618164, 349.84844398498535, 306.5167808532715, 437.4053249359131]",1.0
mains,102,,,"[288.60958099365234, 356.8650770187378, 324.57210540771484, 421.4702482223511]",1.0
mains,102,,,"[226.93243026733398, 348.4995975494385, 308.20573806762695, 434.80352210998535]",1.0
mains,103,,,"[284.935245513916, 356.57998180389404, 322.5155258178711, 420.02394104003906]",1.0
mains,103,,,"[226.0312271118164, 348.92021083831787, 307.7207946777344, 435.8843193054199]",1.0
mains,104,,,"[285.9349060058594, 359.28766536712646, 320.8912658691406, 421.7936325073242]",1.0
mains,104,,,"[223.17659378051758, 351.05000495910645, 304.1322135925293, 437.5917491912842]",1.0
mains,105,,,"[279.1136169433594, 361.6974048614502, 318.9310073852539, 421.50096702575684]",1.0
mains,105,,,"[220.03128051757812, 352.9288215637207, 300.1605987548828, 436.82684326171875]",1.0
mains,106,,,"[281.038818359375, 362.02557849884033, 315.3281021118164, 421.5618896484375]",1.0
mains,106,,,"[215.09414672851562, 353.23824977874756, 295.2229309082031, 436.2036609649658]",1.0
mains,107,,,"[270.7439422607422, 359.19975757598877, 310.86761474609375, 422.6100368499756]",1.0
mains,107,,,"[210.69711685180664, 351.7657299041748, 291.0152816772461, 435.8840103149414]",1.0
mains,108,,,"[269.38528060913086, 357.52992153167725, 306.7203903198242, 419.92390537261963]",1.0
mains,108,,,"[206.2118148803711, 348.98072147369385, 289.9289321899414, 437.9982261657715]",1.0
mains,109,,,"[269.50002670288086, 353.44666385650635, 303.4553909301758, 418.6011428833008]",1.0
mains,109,,,"[202.96775817871094, 346.02854919433594, 288.0491638183594, 432.0732822418213]",1.0
mains,110,,,"[263.13854217529297, 357.3125467300415, 306.8636703491211, 424.4148759841919]",1.0
mains,110,,,"[199.24074172973633, 344.63677883148193, 285.11714935302734, 430.87566089630127]",1.0
mains,111,,,"[268.85290145874023, 360.26191234588623, 314.5271110534668, 428.0196876525879]",1.0
mains,111,,,"[196.06287002563477, 345.06017303466797, 279.67931747436523, 434.1822967529297]",1.0
mains,112,,,"[268.34224700927734, 360.7619619369507, 326.97662353515625, 452.9977054595947]",1.0
mains,112,,,"[275.07232666015625, 367.57177734375, 323.5558319091797, 430.01187801361084]",1.0
mains,112,,,"[193.21308135986328, 346.5075616836548, 276.59372329711914, 438.28548431396484]",1.0
mains,113,,,"[277.84048080444336, 368.5705633163452, 337.5669479370117, 453.5226287841797]",1.0
mains,113,,,"[282.71644592285156, 373.8805389404297, 329.99576568603516, 430.3347215652466]",1.0
mains,113,,,"[195.0376319885254, 348.6159839630127, 273.61705780029297, 442.13323974609375]",1.0
mains,114,,,"[296.98089599609375, 370.0030689239502, 350.6632614135742, 446.84632301330566]",1.0
mains,114,,,"[296.1168670654297, 379.07724380493164, 334.9127960205078, 431.40915870666504]",1.0
mains,114,,,"[191.21074676513672, 350.3665952682495, 273.1443977355957, 443.5648441314697]",1.0
mains,115,,,"[310.8395004272461, 374.95023822784424, 363.6843490600586, 446.3744430541992]",1.0
mains,115,,,"[194.77344512939453, 353.7504014968872, 270.63831329345703, 452.4780864715576]",1.0
mains,116,,,"[322.47547149658203, 377.7300453186035, 373.93898010253906, 442.72387504577637]",1.0
mains,116,,,"[195.38145065307617, 357.70604610443115, 269.1387748718262, 452.9765911102295]",1.0
mains,117,,,"[195.94532012939453, 360.55419158935547, 267.82751083374023, 457.55552101135254]",1.0
mains,118,,,"[194.8738670349121, 362.1519298553467, 266.47043228149414, 460.2655735015869]",1.0
mains,119,,,"[191.8762969970703, 362.0175189971924, 264.62358474731445, 459.6415672302246]",1.0
mains,120,,,"[191.67108535766602, 361.6185607910156, 263.0008316040039, 456.76522636413574]",1.0
mains,121,,,"[189.3841552734375, 356.48859786987305, 263.2851219177246, 451.1591091156006]",1.0
mains,122,,,"[192.5312042236328, 345.6495723724365, 266.756534576416, 437.47726821899414]",1.0
mains,123,,,"[192.1866798400879, 336.60984992980957, 272.19919204711914, 422.7976713180542]",1.0
mains,124,,,"[189.8948097229004, 333.85105419158936, 271.95653915405273, 422.42932891845703]",1.0
mains,125,,,"[191.01491928100586, 330.7830619812012, 275.49461364746094, 418.78653717041016]",1.0
mains,126,,,"[189.23236846923828, 330.234938621521, 275.9611701965332, 420.0306100845337]",1.0
mains,127,,,"[190.0615692138672, 327.01896572113037, 280.0948143005371, 419.5463447570801]",1.0
mains,128,,,"[189.12355422973633, 322.3728303909302, 281.9537162780762, 416.6768789291382]",1.0
mains,129,,,"[187.44075775146484, 319.9236946105957, 282.35097885131836, 415.32638454437256]",1.0
mains,130,,,"[178.6012077331543, 313.2779016494751, 278.3373260498047, 408.4860305786133]",1.0
mains,131,,,"[167.90990829467773, 306.98018646240234, 270.8838653564453, 401.61897468566895]",1.0
mains,132,,,"[152.30443000793457, 298.3896589279175, 260.7602310180664, 395.78397274017334]",1.0
mains,133,,,"[133.2946491241455, 287.7168960571289, 245.52732467651367, 381.97032165527344]",1.0
mains,134,,,"[106.65416717529297, 278.85929775238037, 200.8628273010254, 355.55179023742676]",1.0
mains,135,,,"[91.61679267883301, 274.92590045928955, 172.36024856567383, 345.74013233184814]",1.0
mains,136,,,"[77.76344776153564, 261.3138656616211, 163.6806869506836, 343.23638248443604]",1.0
mains,137,,,"[317.70721435546875, 230.30855083465576, 474.3260192871094, 314.8578987121582]",1.0
mains,137,,,"[60.20945072174072, 251.16666984558105, 145.2741813659668, 335.86101150512695]",1.0
mains,138,,,"[304.79631423950195, 235.9313793182373, 464.32727813720703, 304.2285490036011]",1.0
mains,138,,,"[45.981998443603516, 243.57567501068115, 134.67524528503418, 332.06514072418213]",1.0
mains,139,,,"[311.39820098876953, 242.70656204223633, 460.02506256103516, 302.187744140625]",1.0
mains,139,,,"[39.74000692367554, 237.0450325012207, 132.2843360900879, 329.48404026031494]",1.0
mains,140,,,"[308.5251235961914, 264.0151119232178, 452.4815368652344, 308.94783782958984]",1.0
mains,140,,,"[35.239360332489014, 233.16802597045898, 131.35579109191895, 329.44145107269287]",1.0
mains,141,,,"[307.84711837768555, 259.31132411956787, 445.3634262084961, 315.9162425994873]",1.0
mains,141,,,"[35.245728492736816, 230.58481407165527, 131.25319480895996, 327.47276973724365]",1.0
mains,142,,,"[310.17316818237305, 256.0699110031128, 444.05426025390625, 316.8171043395996]",1.0
mains,142,,,"[34.2490291595459, 227.86041927337646, 133.84564399719238, 322.56883335113525]",1.0
mains,143,,,"[311.55094146728516, 248.387300491333, 446.48414611816406, 310.06311321258545]",1.0
mains,143,,,"[34.55378770828247, 226.20629024505615, 136.2258529663086, 320.611533164978]",1.0
mains,144,,,"[321.5210723876953, 243.08134174346924, 456.2711715698242, 303.0988540649414]",1.0
mains,144,,,"[35.89768886566162, 223.97682094573975, 139.79022979736328, 316.41168308258057]",1.0
mains,145,,,"[328.47583770751953, 240.8629446029663, 465.68336486816406, 297.5884208679199]",1.0
mains,145,,,"[36.57311677932739, 221.16840648651123, 144.4124412536621, 311.3791036605835]",1.0
mains,146,,,"[353.56842041015625, 214.25747394561768, 509.8789978027344, 278.97679138183594]",1.0
mains,146,,,"[348.6336135864258, 218.3596830368042, 498.6864471435547, 280.7521734237671]",1.0
mains,146,,,"[39.56932067871094, 218.39907932281494, 151.31962776184082, 304.8284025192261]",1.0
mains,147,,,"[366.24717712402344, 217.92449569702148, 513.8615036010742, 279.58223247528076]",1.0
mains,147,,,"[40.083017349243164, 218.72910690307617, 153.77531051635742, 304.4985294342041]",1.0
mains,148,,,"[367.99171447753906, 221.2932643890381, 511.53743743896484, 279.73945713043213]",1.0
mains,148,,,"[38.27565908432007, 218.35208702087402, 153.5335922241211, 305.0681276321411]",1.0
mains,149,,,"[387.3417282104492, 226.93298435211182, 527.8987503051758, 287.8405952453613]",1.0
mains,149,,,"[37.00305223464966, 217.03967571258545, 153.08199882507324, 302.62287998199463]",1.0
mains,150,,,"[399.5207214355469, 240.18867588043213, 539.90966796875, 297.6438331604004]",1.0
mains,150,,,"[34.07487869262695, 217.31866836547852, 151.62546157836914, 303.2273941040039]",1.0
mains,151,,,"[28.251757621765137, 221.6534185409546, 143.50775718688965, 306.7687339782715]",1.0
mains,152,,,"[22.98619031906128, 224.67333698272705, 138.7993335723877, 309.73447608947754]",1.0
mains,153,,,"[22.775273323059082, 225.38597202301025, 139.02862548828125, 309.1578998565674]",1.0
mains,154,,,"[18.67266297340393, 230.44715881347656, 131.77444458007812, 313.9452953338623]",1.0
mains,155,,,"[15.63862919807434, 235.73735904693604, 123.41414451599121, 318.31591415405273]",1.0
mains,156,,,"[487.77950286865234, 235.46189403533936, 637.802734375, 294.3286485671997]",1.0
mains,156,,,"[9.0205317735672, 242.3560380935669, 114.59287643432617, 321.9271631240845]",1.0
mains,157,,,"[3.3049550652503967, 249.40217971801758, 103.29262733459473, 325.4390459060669]",1.0
mains,158,,,"[-1.619301438331604, 254.989577293396, 90.49443244934082, 328.69230365753174]",1.0
mains,159,,,"[-6.167277693748474, 259.90306663513184, 79.64560031890869, 332.4029703140259]",1.0
mains,160,,,"[-17.677615880966187, 264.1485185623169, 69.77038860321045, 336.93511390686035]",1.0
mains,162,,,"[417.80975341796875, 272.02311515808105, 571.2256622314453, 343.0761966705322]",1.0
mains,169,,,"[314.30429458618164, 278.998987197876, 463.6783981323242, 344.38054847717285]",1.0
mains,170,,,"[291.43869400024414, 283.14113330841064, 433.66825103759766, 348.8236770629883]",1.0
mains,171,,,"[267.62903213500977, 282.6079444885254, 413.8204574584961, 352.6251096725464]",1.0
mains,172,,,"[254.71858978271484, 283.71966648101807, 411.96449279785156, 354.9987487792969]",1.0
mains,173,,,"[233.45367431640625, 284.08321952819824, 391.71470642089844, 350.81252002716064]",1.0
mains,174,,,"[218.4339714050293, 281.32869815826416, 376.7054748535156, 350.3982925415039]",1.0
mains,175,,,"[209.95248794555664, 275.00878715515137, 363.6580276489258, 345.16430282592773]",1.0
mains,176,,,"[203.55056762695312, 271.92568016052246, 349.62547302246094, 344.9131450653076]",1.0
mains,177,,,"[195.49781799316406, 269.36638927459717, 333.76220703125, 340.8956251144409]",1.0
mains,178,,,"[185.25114059448242, 267.06386947631836, 317.1637725830078, 331.80764865875244]",1.0
mains,179,,,"[177.03378677368164, 260.3303232192993, 304.89768981933594, 330.39875507354736]",1.0
mains,180,,,"[171.84381484985352, 252.1331148147583, 296.01144790649414, 329.67718505859375]",1.0
mains,181,,,"[164.08611297607422, 243.19203758239746, 285.4546928405762, 324.2220096588135]",1.0
mains,182,,,"[152.43876457214355, 221.95579147338867, 268.4133529663086, 306.95981884002686]",1.0
mains,183,,,"[339.63977813720703, 134.10580730438232, 423.3704376220703, 168.7256669998169]",1.0
mains,183,,,"[150.66176414489746, 211.53891134262085, 260.5465507507324, 294.8161840438843]",1.0
mains,184,,,"[333.8227844238281, 132.77672338485718, 422.45643615722656, 169.60027742385864]",1.0
mains,184,,,"[150.3994369506836, 210.33238077163696, 259.8051071166992, 294.2211971282959]",1.0
mains,185,,,"[345.1815414428711, 133.14489841461182, 429.61376190185547, 169.0278468132019]",1.0
mains,185,,,"[153.17998886108398, 203.91815042495728, 265.48513412475586, 278.7196340560913]",1.0
mains,186,,,"[354.3552780151367, 132.04379796981812, 436.72340393066406, 166.93229913711548]",1.0
mains,186,,,"[156.2070369720459, 203.24919891357422, 264.5293998718262, 265.9578638076782]",1.0
mains,187,,,"[163.27997207641602, 187.63512468338013, 264.2099189758301, 252.81958866119385]",1.0
mains,188,,,"[173.47387313842773, 179.15067100524902, 270.59417724609375, 245.02123546600342]",1.0
mains,189,,,"[184.49928283691406, 176.97230100631714, 283.05084228515625, 242.22646808624268]",1.0
mains,190,,,"[196.37041091918945, 168.34452724456787, 324.4068145751953, 244.53575992584229]",1.0
mains,190,,,"[195.86679458618164, 179.21391105651855, 291.553897857666, 243.82441234588623]",1.0
mains,191,,,"[208.77145767211914, 160.70569038391113, 335.40771484375, 249.85855865478516]",1.0
mains,191,,,"[204.06648635864258, 188.22260570526123, 295.87730407714844, 246.81090831756592]",1.0
mains,192,,,"[218.10199737548828, 171.34922790527344, 344.29698944091797, 256.7654228210449]",1.0
mains,192,,,"[212.8795051574707, 195.11332511901855, 287.66767501831055, 254.85135555267334]",1.0
mains,193,,,"[227.90666580200195, 189.3170886039734, 349.0592575073242, 265.1105089187622]",1.0
mains,194,,,"[232.61524200439453, 206.13457775115967, 341.0274887084961, 283.06491565704346]",1.0
mains,195,,,"[240.3885841369629, 219.44720077514648, 359.8441696166992, 298.4472599029541]",1.0
mains,196,,,"[244.60216522216797, 228.16704082489014, 369.1392135620117, 309.4075126647949]",1.0
mains,197,,,"[243.70611190795898, 230.61064052581787, 380.6406021118164, 312.2064514160156]",1.0
mains,198,,,"[246.23540878295898, 228.53198432922363, 381.7563247680664, 308.6442804336548]",1.0
mains,199,,,"[247.50635147094727, 225.25091743469238, 382.32044219970703, 300.82710456848145]",1.0
mains,200,,,"[250.12636184692383, 222.75229167938232, 381.4818572998047, 294.49897956848145]",1.0
mains,201,,,"[251.0603141784668, 217.443603515625, 377.81253814697266, 285.5691804885864]",1.0
mains,202,,,"[251.85602188110352, 213.44742965698242, 374.07825469970703, 276.7566947937012]",1.0
mains,203,,,"[249.5366668701172, 203.62130069732666, 366.5514373779297, 257.9068078994751]",1.0
mains,204,,,"[247.6523208618164, 196.73970937728882, 359.9030303955078, 250.96649551391602]",1.0
mains,205,,,"[247.61011123657227, 196.01901483535767, 362.55531311035156, 250.0715045928955]",1.0
mains,206,,,"[247.08110809326172, 190.108464717865, 355.8830261230469, 242.68356800079346]",1.0
mains,207,,,"[243.3710479736328, 183.15699005126953, 350.02918243408203, 233.36271572113037]",1.0
mains,208,,,"[239.42646026611328, 178.05263471603394, 345.3398132324219, 224.8381061553955]",1.0
mains,209,,,"[229.80463027954102, 169.4866075515747, 337.9133605957031, 220.15208530426025]",1.0
mains,210,,,"[226.64304733276367, 162.50563716888428, 335.56018829345703, 216.29016780853271]",1.0
